Project Name,Site Name,Country,Taxonomic Group,Scientific Name,Vernacular Name,IUCN Threat Codes,Highest IUCN Threat Level
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Glauconycteris variegata,{Variegated Butterfly Bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Grammomys dolichurus,{Woodland Thicket Rat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Graphiurus murinus,{Woodland Dormouse},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Herpestes ichneumon,{Egyptian Mongoose},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Herpestes sanguineus,{Slender Mongoose},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Hipposideros caffer,{Sundevall's roundleaf bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Hyperoodon planifrons,{Southern Bottle-nosed Whale},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Hystrix africaeaustralis,{Cape Porcupine},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Ichneumia albicauda,{White-tailed Mongoose},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Ictonyx striatus,{Striped Polecat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Kerivoula argentata,{Damara woolly bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Kerivoula lanosa,{Lesser woolly bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Laephotis capensis,{Cape serotine},"{DD,LC}",LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Lemniscomys rosalia,{Single-striped Grass Mouse},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Leptailurus serval,{Serval},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Lepus saxatilis,{Scrub Hare},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Lepus victoriae,,{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Lupulella mesomelas,{Black-backed Jackal},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Mastomys natalensis,{Natal Multimammate Mouse},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Mellivora capensis,{Honey Badger},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Mesoplodon mirus,{True's Beaked Whale},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Micaelamys namaquensis,{Namaqua Rock Rat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Miniopterus fraterculus,{Lesser Long-fingered Bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Miniopterus natalensis,{Natal Long-fingered Bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Mungos mungo,{Banded Mongoose},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Mus minutoides,{Pygmy Mouse},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Mus musculus,{House Mouse},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Myosorex sclateri,{Sclater's Mouse Shrew},{VU},VU
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Myosorex varius,{Forest Shrew},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Myotis bocagii,{Rufous mouse-eared bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Myotis tricolor,{Cape hairy bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Neoromicia anchieta,{Anchieta's Serotine Bat},,
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Neoromicia zuluensis,{Zulu serotine},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Nycteris thebaica,{Egyptian Slit-faced Bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Orycteropus afer,{Aardvark},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Otolemur crassicaudatus,{Brown Greater Galago},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Otomops martiensseni,{Large-eared Giant Mastiff Bat},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Otomys angoniensis,{Large Vlei Rat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Otomys auratus,{Vlei Rat},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Otomys laminatus,{Laminate Vlei Rat},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Ourebia ourebi,{Oribi},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Panthera pardus,{Leopard},{VU},VU
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Papio ursinus,{Chacma Baboon},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Paraxerus palliatus,{Red Bush Squirrel},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Philantomba monticola,{Blue Duiker},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Pipistrellus hesperidus,{Dusky pipistrelle},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Poecilogale albinucha,{African Striped Weasel},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Potamochoerus larvatus,{Bushpig},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Procavia capensis,{Rock Hyrax},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Pronolagus crassicaudatus,{Natal Red Rockhare},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Proteles cristata,{Aardwolf},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Raphicerus campestris,{Steenbok},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Rattus rattus,{Black Rat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Redunca arundinum,{Southern Reedbuck},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Rhabdomys chakae,{KwaZulu Natal Four-striped Grass Rat},,
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Rhinolophus blasii,{Blasius's horseshoe bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Rhinolophus clivosus,{Geoffroy's horseshoe bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Rhinolophus darlingi,{Darling's horseshoe bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Rhinolophus rhodesiae,,,
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Rhinolophus simulator,{Bushveld horseshoe bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Rhinolophus swinnyi,{Swinny's horseshoe bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Rousettus aegyptiacus,{Egyptian Rousette},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Scotoecus albofuscus,{Light-winged Lesser House Bat},{DD},DD
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Scotophilus dinganii,{African Yellow Bat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Suncus infinitesimus,{Least Dwarf Shrew},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Suncus lixa,{Greater Dwarf Shrew},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Sylvicapra grimmia,{Bush Duiker},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Tadarida aegyptiaca,{Egyptian Free-tailed Bat},,
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Thryonomys swinderianus,{Greater Cane Rat},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Tragelaphus oryx,{Eland},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,mammals,Tragelaphus sylvaticus,{Southern Bushbuck},,
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Acanthocercus atricollis,{Black-Necked Ridgeback Agama},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Acanthosaura armata,"{Armored Pricklenape,Tropical Spiny Agama}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Acontias plumbeus,{Giant Lance Skink},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Afroedura pondolia,{Pondo Rock Gecko},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Afrotyphlops bibronii,{Bibron's Blind Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Agama armata,{Tropical Spiny Agama},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Agama atra,{Southern Rock Agama},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Amblyodipsas concolor,{Natal Purple-glossed Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Amblyodipsas polylepis,{Common Purple-glossed Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Aparallactus capensis,{Cape Centipede-Eater},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Atractaspis bibronii,{Mole Viper},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Bitis arietans,{Puff Adder},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Bitis gabonica,{Gaboon Adder},{VU},VU
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Boaedon capensis,{Brown House Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Bradypodion melanocephalum,{Black-headed Dwarf Chameleon},{NT},NT
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Causus defilippii,{Snouted Night Adder},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Causus rhombeatus,{Rhombic Night Adder},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Chamaeleo dilepis,{Flap-necked Chameleon},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Chamaesaura anguina,{Cape Snake Lizard},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Cordylus vittifer,{Common Girdled Lizard},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Crocodylus niloticus,{Nile Crocodile},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Crotaphopeltis hotamboeia,{Red-lipped Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Dasypeltis abyssina,{Egg-eating Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Dasypeltis arabica,{Egg-eating Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Dasypeltis atra,"{Egg-eating Snake,Montane Egg-eater,Palm Egg Eater}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Dasypeltis bazi,"{Egg-eating Snake,Egyptian Egg-eating Snake}","{EN,LC}",EN
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Dasypeltis confusa,"{Confusing Egg Eater,Egg-eating Snake}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Dasypeltis crucifera,{Egg-eating Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Dasypeltis inornata,{Southern Brown Egg Eater},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Dasypeltis scabra,{Egg-eating Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Dasypeltis taylori,{Egg-eating Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Dendroaspis angusticeps,{Eastern Green Mamba},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Dendroaspis polylepis,{Black Mamba},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Dispholidus typus,{Boomslang},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Duberria lutrix,{Common Slug-eater},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Gerrhosaurus flavigularis,{Yellow-throated Plated Lizard},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Gracililima nyassae,{Black File Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Hemachatus haemachatus,{Rinkhals},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Homopholis walbergii,{Wahlberg's Velvet Gecko},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Homoroselaps lacteus,{Spotted Harlequin Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Ichnotropis capensis,{Cape Rough-scaled Lizard},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Kinixys belliana,{Bell’s Hingeback Tortoise},,
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Kinixys natalensis,{Natal Hinge-backed Tortoise},{VU},VU
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Kinixys spekii,"{Bell’s Hingeback Tortoise,Speke's Hinge-back Tortoise}",,
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Lamprophis aurora,{Aurora House Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Lamprophis guttatus,{Spotted House Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Leptotyphlops conjunctus,{Cape Thread Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Leptotyphlops distanti,{Distant's Thread Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Leptotyphlops incognitus,"{Cape Thread Snake,Incognito Thread Snake}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Leptotyphlops merkeri,"{Merker's thread Snake,Peter's Thread Snake}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Leptotyphlops scutifrons,{Peter's Thread Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Leptotyphlops sylvicolus,{Forest Thread Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Limaformosa capensis,{Cape File Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Lycodonomorphus inornatus,{Olive House Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Lycodonomorphus rufulus,{Common Brown Water Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Lycophidion capense,{Cape Wolf Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Lygodactylus capensis,{Cape Dwarf Gecko},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Lygodactylus nyaneka,"{Bradfield's Dwarf Gecko,Cape Dwarf Gecko,Nyaneka Dwarf Gecko}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Macrelaps microlepidotus,{Natal Black Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Naja annulifera,{Snouted Cobra},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Naja mossambica,{Mozambique Spitting Cobra},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Naja subfulva,{Brown Forest Cobra},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Pachydactylus maculatus,{Spotted Thick-toed Gecko},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Pachydactylus vansoni,{Van Son's Thick-toed Gecko},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Panaspis massaiensis,,,
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Panaspis wahlbergii,{Wahlberg's Snake-eyed Skink},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Pelomedusa galeata,{Cape Terrapin},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Pelusios rhodesianus,{Mashona Hinged Terrapin},{LR/lc},
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Philothamnus angolensis,{Western Green Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Philothamnus hoplogaster,{Green Water Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Philothamnus natalensis,{Eastern Green Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Philothamnus semivariegatus,{Spotted Bush Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Prosymna stuhlmanni,{East African Shovel-Snout},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Psammophis brevirostris,{Short-snouted Whip Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Psammophis mossambicus,"{Karoo Sand Snake,Olive Whip Snake,Short-snouted Whip Snake,Stripe-bellied Sand Snake}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Psammophylax rhombeatus,"{Angolan skaapsteker,Rhombic Skaapsteker}",{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Pseudaspis cana,{Mole Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Python natalensis,{Southern African Python},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Scelotes arenicolus,,{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Scelotes fitzsimonsi,{Fitzsimons' Dwarf Burrowing Skink},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Scelotes inornatus,{Smith's Dwarf Burrowing Skink},{CR},CR
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Scelotes mossambicus,{Mozambique Dwarf Burrowing Skink},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Stigmochelys pardalis,{Leopard Tortoise},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Telescopus semiannulatus,{Common Tiger Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Tetradactylus africanus,{African Long-tailed Seps},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Thelotornis capensis,{Twig Snake},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Trachylepis capensis,{Cape Skink},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Trachylepis punctatissima,{Montane Speckled Skink},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Trachylepis striata,{African Striped Skink},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Trachylepis varia,{Variable Skink},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Varanus albigularis,{Rock Monitor},{LC},LC
Space Eagle - KwaDukuza,KwaDukuza,South Africa,reptiles,Varanus niloticus,{Nile Monitor},{LC},LC
